Manufacturer,Model Name,Category,Screen Size,Screen,CPU,RAM,Storage,GPU,Operating System,Weight,Price,Price_USD,Weight_LBS
Asus,VivoBook Max,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,256GB ,Intel HD Graphics 620,Linux,2.0,4970628.0,60659.3583612083,4.409246
Lenovo,IdeaPad 320-15AST,Notebook,17.3,1600x900,AMD A6-Series 9220 2.5GHz,8,1TB ,AMD Radeon R4,Windows,2.8,4614948.0,56318.79604555834,6.1729444
Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,256GB ,AMD Radeon 530,Windows,2.2,6660108.0,81277.02936054565,4.850170600000001
Lenovo,ThinkPad X270,Ultrabook,12.5,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB ,Intel HD Graphics 620,Windows,1.36,12706668.0,155066.5887265951,2.9982872800000004
Lenovo,IdeaPad 320-15IAP,Notebook,15.6,Full HD 1920x1080,Intel Pentium Quad Core N4200 1.1GHz,4,128GB ,Intel HD Graphics 505,Windows,2.2,3103308.0,37871.40620404597,4.850170600000001
HP,Omen 15-AX205na,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB    1TB ,Nvidia GeForce GTX 1050,Windows,2.2,9772308.0,119256.94962248288,4.850170600000001
Dell,Latitude 5480,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7440HQ 2.8GHz,8,256GB ,Nvidia GeForce 930MX,Windows,1.64,10483668.0,127938.0742537828,3.61558172
Acer,Aspire ES1-572,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,500GB ,Intel HD Graphics 620,Linux,2.4,3928485.6,47941.5107763539,5.2910952
Dell,Precision 3520,Workstation,15.6,Full HD 1920x1080,Intel Xeon E3-1505M V6 3GHz,8,64GB     1TB ,Nvidia Quadro M620,Windows,2.23,17721756.0,216268.51737725965,4.91630929
MSI,GV62 7RD-1686NL,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,256GB ,Nvidia GeForce GTX 1050,Windows,2.2,9138664.08,111524.23785715246,4.850170600000001
Microsoft,Surface Laptop,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core i7 7660U 2.5GHz,16,512GB ,Intel Iris Plus Graphics 640,Windows,1.25,23021388.0,280942.8958804442,2.75577875
HP,15-bs024nv (i5-7200U/8GB/128GB/W10),Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,128GB ,Intel HD Graphics 620,Windows,1.91,5237388.0,63914.78009794578,4.21082993
Dell,Precision 3520,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,16,256GB ,Nvidia Quadro M620,Windows,2.17,17561700.0,214315.2643352172,4.78403191
HP,ProBook 650,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,8,512GB ,Intel HD Graphics 620,Windows,2.31,13640328.0,166460.56480517628,5.0926791300000005
Lenovo,ThinkPad T470,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB ,Intel HD Graphics 620,Windows,1.65,11959740.0,145951.4078637302,3.63762795
Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,128GB    1TB ,AMD Radeon 530,Windows,2.36,8705268.0,106235.26267553295,5.20291028
Dell,Inspiron 3168,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Pentium Quad Core N3710 1.6GHz,4,500GB ,Intel HD Graphics 405,Windows,1.47,4259268.0,51978.23372990837,3.2407958100000003
Dell,Alienware 17,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.7GHz,8,1TB ,Nvidia GeForce GTX 1060,Windows,4.42,18193032.0,222019.76244549587,9.74443366
Microsoft,Surface Laptop,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core M m3-7Y30 2.2GHz,4,128GB ,Intel HD Graphics 615,Windows,1.252,8794188.0,107320.40325444544,2.7601879960000004
Microsoft,Surface Laptop,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core i7 7660U 2.5GHz,8,256GB ,Intel Iris Plus Graphics 640,Windows,1.25,15996708.0,195216.7901463573,2.75577875
HP,17-BS092ND (i3-6006U/8GB/256GB/W10),Notebook,17.3,1600x900,Intel Core i3 6006U 2GHz,8,256GB ,Intel HD Graphics 520,Windows,2.5,5689990.8,69438.14564461035,5.5115575
Acer,Aspire E5-576G,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,1TB ,Nvidia GeForce 940MX,Windows,2.23,4837248.0,59031.64749283957,4.91630929
Acer,TravelMate B,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,128GB ,Intel HD Graphics 400,Windows,1.4,3868020.0,47203.6151826934,3.0864722
Asus,Pro P2540UA-AB51,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,1TB ,Intel HD Graphics 620,Windows,2.37,6660108.0,81277.02936054565,5.224956510000001
Lenovo,IdeaPad 510s-14IKB,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,512GB ,AMD Radeon R7 M460,No OS,1.5,7104708.0,86702.73225510812,3.306934500000001
Lenovo,Thinkpad P51,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,8,256GB ,Nvidia Quadro M2200M,Windows,2.67,18584280.0,226794.3809927108,5.88634341
Asus,X541NA-PD1003Y (N4200/4GB/500GB/W10),Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,500GB ,Intel HD Graphics 500,Windows,2.0,2703168.0,32988.273598939755,4.409246
Acer,Aspire 5,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,500GB ,Nvidia GeForce GTX 940MX,Windows,2.2,4170348.0,50893.09315099588,4.850170600000001
Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,2TB ,AMD Radeon 530,Windows,2.02,6749028.0,82362.16993945814,4.45333846
HP,Omen 17-an006nv,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12,1TB ,Nvidia GeForce GTX 1060,Windows,3.78,15107508.0,184365.3843572324,8.33347494
Lenovo,Thinkpad T460s,Ultrabook,14.0,IPS Panel Quad HD+ 2560x1440,Intel Core i7 6600U 2.6GHz,12,256GB ,Intel HD Graphics 520,Windows,1.4,16521336.0,201619.119561941,3.0864722
HP,Spectre x360,2 in 1 Convertible,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,8,512GB ,Intel UHD Graphics 620,Windows,1.29,17775108.0,216919.60172460717,2.8439636700000004
HP,ZBook 15u,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,500GB ,AMD FirePro W4190M ,Windows,1.9,10261368.0,125225.22280650158,4.1887837
Google,Pixelbook (Core,Ultrabook,12.3,Touchscreen 2400x1600,Intel Core i5 7Y57 1.2GHz,8,128GB ,Intel HD Graphics 615,Chrome OS,1.1,11337300.0,138355.42381134274,2.425085300000001
Dell,Latitude 7390,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB ,Intel UHD Graphics 620,Windows,1.42,16377730.2,199866.61752699732,3.13056466
Asus,ZenBook Pro,Notebook,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,12,128GB    1TB ,Intel HD Graphics 530,Windows,2.06,11550708.0,140959.76120073273,4.541523380000001
Dell,Latitude E5470,Notebook,14.0,1366x768,Intel Core i3 6100U 2.3GHz,8,128GB ,Intel HD Graphics 520,Windows,1.79,6580080.0,80300.40283952441,3.94627517
Dell,Precision M5520,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB ,Nvidia Quadro M1200,Windows,1.78,21411936.0,261301.8514021281,3.92422894
Lenovo,Thinkpad T470,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,1GB ,Intel HD Graphics 620,Windows,1.7,12128688.0,148013.1749636639,3.7478591
Dell,Inspiron 3576,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,1TB ,AMD Radeon 520,Windows,2.2,6002100.0,73246.9890765932,4.850170600000001
Toshiba,Portege X30-D-10J,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB ,Intel HD Graphics 620,Windows,1.05,14867424.0,181435.50479416864,2.3148541500000004
Dell,Inspiron 7570,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,512GB ,Nvidia GeForce 940MX,Windows,2.16,11221704.0,136944.74105875648,4.76198568
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4,1TB ,Intel HD Graphics 620,Windows,2.18,5216047.2,63654.346359006784,4.806078140000001
HP,ProBook 430,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,128GB ,Intel UHD Graphics 620,Windows,1.49,6455592.0,78781.20602904692,3.28488827
Chuwi,"Lapbook 15,6",Notebook,15.6,Full HD 1920x1080,Intel Atom x5-Z8350 1.44GHz,4,64GB  ,Intel HD Graphics,Windows,1.89,2213218.8,27009.149009131925,4.16673747
Lenovo,ThinkPad E570,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4,128GB ,Intel HD Graphics 520,Windows,2.3,5023980.0,61310.4427085558,5.0706329000000006
Lenovo,ThinkPad E480,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB ,Intel UHD Graphics 620,Windows,1.75,9327708.0,113831.2467279204,3.858090250000001
Dell,Precision 3520,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,16,512GB ,Nvidia Quadro M620,Windows,2.17,20789496.0,253705.86734974064,4.78403191
Dell,XPS 15,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,512GB ,Nvidia GeForce GTX 1050,Windows,2.06,16885908.0,206068.19593548225,4.541523380000001
Lenovo,Thinkpad X270,Ultrabook,12.5,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,512GB ,Intel HD Graphics 620,Windows,1.36,15987816.0,195108.27608846605,2.9982872800000004
Asus,Zenbook UX390UA,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,512GB ,Intel HD Graphics 620,Windows,0.91,17339400.0,211602.41288793596,2.0062069300000003
Lenovo,Thinkpad E570,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB ,Nvidia GeForce 940MX,Windows,2.3,8998615.08,109815.14144536528,5.0706329000000006
Toshiba,Portege X30-D-10L,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,32,512GB ,Intel HD Graphics 620,Windows,1.05,24888708.0,303730.8480376065,2.3148541500000004
Asus,VivoBook Pro,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB    1TB ,Nvidia GeForce GTX 1050,Windows,1.99,12004200.0,146493.9781531864,4.3871997700000005
Acer,Aspire 5,Notebook,15.6,1366x768,AMD A10-Series 9620P 2.5GHz,8,1TB ,AMD Radeon RX 540,Windows,2.2,5148468.0,62829.63951903328,4.850170600000001
Asus,Rog G752VL-UH71T,Gaming,17.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6700HQ 2.6GHz,24,256GB    1TB ,Nvidia GeForce GTX 965M,Windows,4.33,11283948.0,137704.33946399525,9.546017590000002
Lenovo,Thinkpad X260,Ultrabook,12.5,IPS Panel 1366x768,Intel Core i5 6200U 2.3GHz,8,1GB ,Intel HD Graphics 520,Windows,1.3,9772308.0,119256.94962248288,2.8660099000000003
Lenovo,Ideapad 520-15IKBR,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB ,Intel UHD Graphics 620,Windows,2.17,7993018.8,97543.28663844393,4.78403191
HP,EliteBook 840,Notebook,14.0,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8,1TB ,Intel HD Graphics 620,Windows,1.48,15552108.0,189791.08725179484,3.26284204
Lenovo,ThinkPad 13,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,8,256GB ,Intel HD Graphics 620,Windows,1.4,8438508.0,102979.84093879547,3.0864722
Lenovo,ThinkPad L570,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB ,Intel HD Graphics 620,Windows,2.3,8100612.0,98856.30673892802,5.0706329000000006
Asus,VivoBook E201NA,Netbook,11.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,64GB  ,Intel HD Graphics 500,Windows,1.2,3023280.0,36894.77968302473,2.6455476
HP,15-BS026nv (i5-7200U/8GB/256GB/Radeon,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,256GB ,AMD Radeon 520,Windows,1.91,5504059.08,67169.11669410435,4.21082993
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB ,Intel UHD Graphics 620,Windows,1.4,14218308.0,173513.97856810747,3.0864722
Lenovo,IdeaPad 320-14IAP,Notebook,14.0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,500GB ,Intel HD Graphics 500,Windows,2.1,2658708.0,32445.70330948351,4.629708300000001
Lenovo,Chromebook N23,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,16GB ,Intel HD Graphics 400,Chrome OS,1.25,2356380.0,28756.22534118104,2.75577875
Lenovo,ThinkPad 13,Notebook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB ,Intel HD Graphics 620,Windows,1.44,8438508.0,102979.84093879547,3.17465712
Asus,ZenBook UX510UX-CN211T,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB    1TB ,Intel HD Graphics 620,Windows,2.0,10883808.0,132821.20685888905,4.409246
Acer,Aspire A515-51G-59QF,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,1TB ,Nvidia GeForce MX150,Windows,2.2,5450796.0,66519.11748733577,4.850170600000001
HP,Envy 13-AB002nv,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,512GB ,Intel HD Graphics 620,Windows,1.34,11764116.0,143564.09859012268,2.954194820000001
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB    1TB ,Nvidia GeForce GTX 1060,No OS,2.4,10216908.0,124682.65251704534,5.2910952
Dell,XPS 13,Ultrabook,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,128GB ,Intel HD Graphics 620,Windows,1.29,7993908.0,97554.13804423304,2.8439636700000004
Acer,Aspire A515-51G,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4,500GB ,Nvidia GeForce 940MX,Windows,2.2,5681988.0,69340.48299250824,4.850170600000001
Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,1TB ,Intel HD Graphics 620,Windows,2.18,7433712.0,90717.75239708432,4.806078140000001
Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16,256GB    2TB ,AMD Radeon 530,Windows,2.2,10841482.08,132304.6799433267,4.850170600000001
Xiaomi,Mi Notebook,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16,256GB ,Nvidia GeForce MX150,No OS,1.95,12448355.4,151914.25534485432,4.299014850000001
Asus,VivoBook E12,Netbook,11.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,2,32GB  ,Intel HD Graphics 500,Windows,1.1,2178540.0,26585.944183356056,2.425085300000001
HP,15-bs190od (i5-8250U/4GB/1TB/W10),Notebook,15.6,Touchscreen 1366x768,Intel Core i5 8250U 1.6GHz,4,1TB ,Intel UHD Graphics 620,Windows,2.04,4636911.24,56586.82576854972,4.49743092
Asus,ROG Zephyrus,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,24,512GB ,Nvidia GeForce GTX1080,Windows,2.24,26391456.0,322069.7238212276,4.938355520000001
HP,Probook 450,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB ,Nvidia GeForce 930MX,Windows,2.04,7904988.0,96468.99746532054,4.49743092
Asus,FX753VE-GC155T (i7-7700HQ/16GB/1TB,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB    1TB ,Nvidia GeForce GTX1050 Ti,Windows,3.0,13373568.0,163205.1430684388,6.613869000000001
Lenovo,Legion Y720-15IKB,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB    1TB ,Nvidia GeForce GTX 1060,Windows,3.2,12439908.0,151811.16698985762,7.054793600000001
HP,Spectre X360,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB ,Intel HD Graphics 620,Windows,1.32,12439908.0,151811.16698985762,2.91010236
Dell,Latitude 5480,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8,256GB ,Intel HD Graphics 620,Windows,1.64,11379359.16,138868.69530516834,3.61558172
HP,ProBook 440,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,128GB ,Intel HD Graphics 520,Windows,1.63,6126588.0,74766.1858870707,3.5935354900000003
Dell,Inspiron 5770,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,128GB    1TB ,AMD Radeon 530,Linux,2.8,7904988.0,96468.99746532054,6.1729444
Lenovo,ThinkPad L470,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB ,Intel HD Graphics 520,Windows,2.02,11915280.0,145408.83757427393,4.45333846
Lenovo,IdeaPad 320-15IKB,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4,1TB ,Nvidia GeForce 920MX,Windows,2.2,7104708.0,86702.73225510812,4.850170600000001
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,8,2TB ,Nvidia GeForce 920MX ,No OS,2.2,4081428.0,49807.95257208338,4.850170600000001
Dell,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,500GB ,AMD Radeon R5 M430,Windows,2.3,5201820.0,63480.72386638078,5.0706329000000006
Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7440HQ 2.8GHz,8,256GB ,Intel HD Graphics 620,Windows,1.9,12244284.0,149423.85771625015,4.1887837
Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,128GB    1TB ,Nvidia GeForce GTX 1070,Windows,4.42,26789550.84,326927.89819301886,9.74443366
Toshiba,Satellite Pro,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,500GB ,Intel HD Graphics 620,Windows,2.0,7647120.0,93322.08978647432,4.409246
Asus,Zenbook UX510UW-FI095T,Notebook,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7500U 2.7GHz,8,256GB    1TB ,Nvidia GeForce GTX 960M,Windows,2.0,11550708.0,140959.76120073273,4.409246
Mediacom,SmartBook Edge,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Celeron Quad Core N3450 1.1GHz,4,32GB ,Intel HD Graphics 500,Windows,1.2,3281148.0,40041.68736187096,2.6455476
Asus,ROG Strix,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,128GB    1TB ,Nvidia GeForce GTX 1060,Windows,2.3,14662908.0,178939.68146266992,5.0706329000000006
Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8,256GB ,Nvidia GeForce 930MX,Windows,1.93,12173148.0,148555.74525312017,4.25492239
Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB ,AMD Radeon 530,Windows,2.2,7090569.72,86530.19490306103,4.850170600000001
HP,250 G6,Notebook,15.6,Full HD 1920x1080,Intel Pentium Quad Core N3710 1.6GHz,4,256GB ,Intel HD Graphics 405,Windows,1.86,3547819.08,43296.02395802952,4.10059878
HP,Omen 15-ce006nv,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12,1TB ,Nvidia GeForce GTX 1060,Windows,2.62,15996708.0,195216.7901463573,5.7761122600000006
Lenovo,Thinkpad E470,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB ,Nvidia GeForce 940MX,Windows,1.87,7638228.0,93213.57572858306,4.12264501
Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 8550U 1.8GHz,8,256GB ,Intel UHD Graphics 620,Windows,1.2,12439908.0,151811.16698985762,2.6455476
Dell,Vostro 5468,Notebook,14.0,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,128GB ,Intel HD Graphics 520,Windows,1.6,6543356.04,79852.23978043355,3.5273968000000004
HP,Envy 13-AB020nr,Ultrabook,13.3,IPS Panel Quad HD+ 3200x1800,Intel Core i7 7500U 2.7GHz,8,256GB ,Intel HD Graphics 620,Windows,1.34,10181340.0,124248.59628548034,2.954194820000001
Acer,Aspire 7,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,1TB ,Nvidia GeForce GTX 1050,Linux,2.4,7095816.0,86594.21819721686,5.2910952
Asus,VivoBook X540YA-XX519T,Notebook,15.6,1366x768,AMD E-Series 7110 1.8GHz,4,500GB ,AMD Radeon R2 Graphics,Windows,2.0,3103308.0,37871.40620404597,4.409246
HP,ProBook 450,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4,128GB ,Intel HD Graphics 620,Windows,2.1,6273306.0,76556.6678422763,4.629708300000001
Lenovo,ThinkPad E470,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,500GB ,Intel HD Graphics 620,Windows,1.87,6980220.0,85183.53544463063,4.12264501
Lenovo,V310-15ISK (i5-6200U/4GB/1TB/FHD/No,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,1TB ,Intel HD Graphics 520,No OS,2.15,4111216.2,50171.47466601907,4.7399394500000005
HP,250 G6,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,500GB ,Intel HD Graphics 520,Windows,1.86,3530124.0,43080.08098282593,4.10059878
Lenovo,ThinkPad T570,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,512GB ,Intel HD Graphics 620,Windows,1.99,15374268.0,187620.80609396988,4.3871997700000005
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,128GB ,Intel HD Graphics 520,Windows,2.2,4437108.0,54148.51488773335,4.850170600000001
Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB ,Intel HD Graphics 620,Windows,1.9,9932275.08,121209.11752394644,4.1887837
Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB    1TB ,Nvidia GeForce GTX 1070,Windows,4.42,23999508.0,292879.4422484816,9.74443366
HP,17-X047na (i3-6006U/8GB/1TB/W10),Notebook,17.3,1600x900,Intel Core i3 6006U 2GHz,8,1TB ,Intel HD Graphics 520,Windows,2.65,4838581.8,59047.92460152325,5.84225095
HP,ProBook 470,Notebook,17.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1TB ,Nvidia GeForce 930MX,Windows,2.63,11381760.0,138897.99410079897,5.7981584900000005
Asus,A541NA-GO342 (N3350/4GB/500GB/Linux),Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,500GB ,Intel HD Graphics 500,Linux,2.0,1991808.0,24307.14896763982,4.409246
Mediacom,SmartBook 130,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Atom x5-Z8350 1.44GHz,4,32GB  ,Intel HD Graphics,Windows,1.35,2267460.0,27671.084762268547,2.9762410500000005
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,Intel Core i7 7500U 2.7GHz,6,128GB    1TB ,Nvidia GeForce 940MX,Windows,2.8,8438508.0,102979.84093879547,6.1729444
HP,15-bw007nv (A10-9620P/6GB/128GB/Radeon,Notebook,15.6,IPS Panel Full HD 1920x1080,AMD A10-Series A10-9620P 2.5GHz,6,128GB ,AMD Radeon 530,Windows,1.91,5058658.8,61733.64753433167,4.21082993
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,1TB ,AMD Radeon R5 M420,Windows,2.18,5494366.8,67050.83637100288,4.806078140000001
Acer,Spin SP111-31,2 in 1 Convertible,11.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Celeron Dual Core N3350 2.0GHz,4,32GB  ,Intel HD Graphics 500,Windows,1.25,3103308.0,37871.40620404597,2.75577875
Lenovo,V330-15IKB (i3-7130U/4GB/128GB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,4,128GB ,Intel HD Graphics 620,Windows,2.05,5601960.0,68363.856471487,4.51947715
HP,EliteBook 1030,Ultrabook,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core M 6Y75 1.2GHz,16,512GB ,Intel HD Graphics 515,Windows,1.16,17472780.0,213230.12375630467,2.55736268
Lenovo,Thinkpad P71,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB ,Nvidia Quadro M620M,Windows,3.4,26667108.0,325433.6596158564,7.495718200000001
Asus,FX553VD-DM627T (i5-7300HQ/8GB/1TB,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,128GB    1TB ,Nvidia GeForce GTX 1050,Windows,2.5,7460388.0,91043.29457075808,5.5115575
Dell,XPS 13,Ultrabook,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i5 8250U 1.6GHz,8,128GB ,Intel UHD Graphics 620,Windows,1.21,14218308.0,173513.97856810747,2.6675938300000004
Dell,Latitude 5580,Notebook,15.6,1366x768,Intel Core i5 7300U 2.6GHz,4,500GB ,Intel HD Graphics 620,Windows,1.93,8527428.0,104064.981517708,4.25492239
Fujitsu,Lifebook A557,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,1TB ,Intel HD Graphics 620,Windows,2.2,6571188.0,80191.88878163316,4.850170600000001
Lenovo,IdeaPad 320-15IAP,Notebook,15.6,Full HD 1920x1080,Intel Pentium Quad Core N4200 1.1GHz,4,500GB ,Intel HD Graphics 505,Windows,2.2,3058848.0,37328.83591458973,4.850170600000001
